"ID"	"Session"	"Date"	"Trades"	"Min. price"	"Max.price"	"Weighted avg. price"	"Weighted closing price"	"Volume in Securities"	"Volume in GEL"
"97"	"AEST"	"855"	"2/04/08"	1	1.1	1.1	1.1	1.1	500	550
"98"	"AEST"	"868"	"14/05/08"	1	1	1	1	1	1600	1600
"99"	"AEST"	"903"	"8/08/08"	8	0.8	0.8	0.8	0.8	15850	12680
"100"	"AEST"	"911"	"27/08/08"	1	0.8	0.8	0.8	0.8	150	120
"101"	"AEST"	"1058"	"17/08/09"	1	0.7	0.7	0.7	0.7	450	315
"102"	"AEST"	"1062"	"26/08/09"	1	0.7	0.7	0.7	0.7	150	105
"103"	"AEST"	"1127"	"3/02/10"	1	1	1	1	1	150	150
"104"	"AEST"	"1156"	"23/04/10"	1	1	1	1	1	300	300
"105"	"AGVQ"	"302"	"11/03/03"	1	0.05	0.05	0.05	NA	6676	333.8
"106"	"AGVQ"	"330"	"17/06/03"	3	0.1	0.1	0.1	NA	13783	1378.3
"107"	"AGVQ"	"332"	"24/06/03"	6	0.1	0.1	0.1	NA	110564	11056.4
"108"	"AGVQ"	"662"	"10/10/06"	1	0.25	0.25	0.25	NA	16691	4172.75
"109"	"AGVQ"	"663"	"12/10/06"	1	1.5	1.5	1.5	NA	4500	6750
"110"	"AGVQ"	"664"	"17/10/06"	1	1.5	1.5	1.5	NA	4530	6795
"111"	"AGVQ"	"668"	"31/10/06"	1	1.5	1.5	1.5	NA	2069	3103.5
"112"	"AGVQ"	"673"	"16/11/06"	1	1.5	1.5	1.5	1.5	667	1000.5
"113"	"AGVQ"	"682"	"21/12/06"	1	1.8	1.8	1.8	1.8	1669	3004.2
"114"	"AGVQ"	"683"	"26/12/06"	1	1.25	1.25	1.25	1.25	3200	4000
"115"	"AGVQ"	"684"	"28/12/06"	1	1	1	1	1	4461	4461
"116"	"AKAT"	"391"	"27/01/04"	2	1	1	1	NA	656	656
"117"	"AKAT"	"415"	"20/04/04"	1	0.1	0.1	0.1	NA	30917	3091.7
"118"	"AKAT"	"640"	"20/07/06"	8	0.3	0.3	0.3	NA	9873	2961.9
"119"	"AKAT"	"679"	"12/12/06"	1	0.32	0.32	0.32	0.32	9873	3159.36
"120"	"AKAT"	"841"	"27/02/08"	1	0.3	0.3	0.3	0.3	131	39.3
"121"	"AKAT"	"863"	"23/04/08"	1	0.8	0.8	0.8	0.8	625	500
"122"	"AKAT"	"896"	"23/07/08"	2	1.5	1.5	1.5	1.5	2000	3000
"123"	"AKAT"	"897"	"25/07/08"	2	2	2	2	2	2000	4000
"124"	"AMA"	"72"	"30/11/00"	1	0.9	0.9	0.9	NA	777	699.3
"125"	"AMA"	"119"	"17/05/01"	2	1	1	1	NA	166	166
"126"	"AMA"	"133"	"5/07/01"	2	1.05	1.05	1.05	NA	444	466.2
"127"	"AMA"	"136"	"17/07/01"	1	1	1	1	NA	55	55
"128"	"AMA"	"283"	"26/12/02"	6	1.05	1.1	1.0708	NA	120	128.5
"129"	"AMA"	"285"	"9/01/03"	1	1.1	1.1	1.1	NA	20	22
"130"	"AMA"	"293"	"6/02/03"	9	1.1	1.1	1.1	NA	70	77
"131"	"AMA"	"303"	"13/03/03"	1	1.2	1.2	1.2	NA	20	24
"132"	"AMA"	"322"	"20/05/03"	2	1.2	1.2	1.2	NA	30	36
"133"	"AMA"	"647"	"15/08/06"	4	1	1	1	NA	196	196
"134"	"AMA"	"649"	"22/08/06"	2	1	1	1	NA	160	160
"135"	"AMA"	"652"	"31/08/06"	1	1	1	1	NA	55	55
"136"	"AMA"	"653"	"5/09/06"	1	1	1	1	NA	277	277
"137"	"AMA"	"656"	"14/09/06"	1	1	1	1	NA	98	98
"138"	"AMA"	"657"	"19/09/06"	4	1	1.01	1.0024	NA	209	209.5
"139"	"AMA"	"659"	"26/09/06"	2	1	1	1	NA	104	104
"140"	"AMA"	"660"	"28/09/06"	1	1	1	1	NA	49	49
"141"	"AMA"	"662"	"10/10/06"	3	1	1	1	NA	147	147
"142"	"AMA"	"672"	"14/11/06"	2	1	1	1	1	98	98
"143"	"AMA"	"675"	"28/11/06"	1	1	1	1	1	49	49
"144"	"AMA"	"679"	"12/12/06"	1	1	1	1	1	49	49
"145"	"AMA"	"680"	"14/12/06"	1	1	1	1	1	49	49
"146"	"AMA"	"684"	"28/12/06"	1	1	1	1	1	49	49
"147"	"AMA"	"696"	"13/02/07"	2	1	1	1	1	98	98
"148"	"AMA"	"697"	"15/02/07"	1	1	1	1	1	49	49
"149"	"AMA"	"698"	"21/02/07"	1	1	1	1	1	49	49
"150"	"AMA"	"705"	"20/03/07"	1	1	1	1	1	49	49
"151"	"AMA"	"714"	"19/04/07"	1	1	1	1	1	49	49
"152"	"AMA"	"715"	"24/04/07"	1	1	1	1	1	49	49
"153"	"AMA"	"731"	"6/06/07"	1	1	1	1	1	49	49
"154"	"AMA"	"783"	"5/10/07"	1	1	1	1	1	49	49
"155"	"AMA"	"796"	"5/11/07"	1	1	1	1	1	49	49
"156"	"AMA"	"806"	"30/11/07"	1	1	1	1	1	49	49
"157"	"AMA"	"927"	"3/10/08"	1	1	1	1	1	50	50
"158"	"AMA"	"1110"	"23/12/09"	1	0.5	0.5	0.5	0.5	265	132.5
"159"	"AMA"	"1111"	"25/12/09"	2	1	1	1	1	98	98
"160"	"AMA"	"1156"	"23/04/10"	1	0.05	0.05	0.05	0.05	40	2
"161"	"AMCE"	"369"	"6/11/03"	1	0.25	0.25	0.25	NA	370	92.5
"162"	"AMCE"	"399"	"24/02/04"	1	0.1	0.1	0.1	NA	97079	9707.9
"163"	"AMCE"	"403"	"9/03/04"	2	0.18	0.8	0.1803	NA	3882	700
"164"	"AMCE"	"409"	"30/03/04"	1	0.05	0.05	0.05	NA	28250	1412.5
"165"	"ANDZ"	"473"	"11/11/04"	1	0.89	0.89	0.89	NA	60000	53400
"166"	"ANDZ"	"574"	"22/11/05"	1	0.58	0.58	0.58	NA	58759	34080.22
"167"	"ANDZ"	"578"	"6/12/05"	4	1.3	1.3	1.3	NA	181241	235613.3
"168"	"ANDZ"	"581"	"15/12/05"	1	0.89	0.89	0.89	NA	13300	11837
"169"	"ANDZ"	"582"	"20/12/05"	3	0.89	0.89	0.89	NA	73356	65286.84
"170"	"AROK"	"129"	"21/06/01"	2	0.15	0.15	0.15	NA	36680	5502
"171"	"AROK"	"188"	"22/01/02"	1	0.25	0.25	0.25	NA	26187	6546.75
"172"	"AROK"	"192"	"5/02/02"	1	0.25	0.25	0.25	NA	1551	387.75
"173"	"AROK"	"196"	"19/02/02"	1	0.25	0.25	0.25	NA	1276	319
"174"	"AROK"	"273"	"21/11/02"	1	1	1	1	NA	6144	6144
"175"	"AROK"	"285"	"9/01/03"	1	0.25	0.25	0.25	NA	24400	6100
"176"	"AROK"	"287"	"16/01/03"	1	0.25	0.25	0.25	NA	4200	1050
"177"	"AROK"	"325"	"29/05/03"	1	0.25	0.25	0.25	NA	15537	3884.25
"178"	"AROK"	"345"	"7/08/03"	1	0.25	0.25	0.25	NA	122218	30554.5
"179"	"AROK"	"361"	"7/10/03"	1	0.25	0.25	0.25	NA	4977	1244.25
"180"	"AROK"	"395"	"10/02/04"	1	0.25	0.25	0.25	NA	7000	1750
"181"	"AROK"	"446"	"5/08/04"	1	0.25	0.25	0.25	NA	43743	10935.75
"182"	"AROK"	"453"	"31/08/04"	1	0.5	0.5	0.5	NA	8785	4392.5
"183"	"AROK"	"592"	"31/01/06"	1	0.25	0.25	0.25	NA	966	241.5
"184"	"AROK"	"596"	"14/02/06"	1	0.25	0.25	0.25	NA	5181	1295.25
"185"	"AROK"	"642"	"27/07/06"	1	0.25	0.25	0.25	NA	41598	10399.5
"186"	"AROK"	"666"	"24/10/06"	1	0.25	0.25	0.25	NA	122218	30554.5
"187"	"AROK"	"671"	"9/11/06"	1	0.25	0.25	0.25	0.25	11185	2796.25
"188"	"AVSH"	"137"	"19/07/01"	1	0.18	0.18	0.18	NA	1886	339.48
"189"	"AVSH"	"308"	"1/04/03"	6	0.2	0.2	0.2	NA	51705	10341
"190"	"AVSH"	"424"	"20/05/04"	2	0.2	0.2	0.2	NA	6040	1208
"191"	"AVSH"	"427"	"1/06/04"	3	0.2	0.2	0.2	NA	5932	1186.4
"192"	"AVSH"	"526"	"7/06/05"	10	1.82	1.82	1.82	NA	3075	5596.5
"193"	"AVSH"	"527"	"9/06/05"	7	1.82	1.82	1.82	NA	1532	2788.24
"194"	"AVSH"	"534"	"5/07/05"	1	1.82	1.82	1.82	NA	304	553.28
"195"	"AVSH"	"602"	"7/03/06"	1	1.83	1.83	1.83	NA	33	60.39
"196"	"AVSH"	"603"	"9/03/06"	4	1.83	1.83	1.83	NA	184	336.72
"197"	"AVSH"	"604"	"14/03/06"	1	1.82	1.82	1.82	NA	69	125.58
"198"	"AVSH"	"609"	"30/03/06"	1	1.82	1.82	1.82	NA	29	52.78
"199"	"AVSH"	"666"	"24/10/06"	1	1.74	1.74	1.74	NA	201	349.74
"200"	"AVSH"	"667"	"26/10/06"	2	1.82	1.82	1.82	NA	266	484.12
"201"	"AVSH"	"669"	"2/11/06"	1	1.74	1.74	1.74	1.74	201	349.74
