"ID"	"Session"	"Date"	"Trades"	"Min. price"	"Max.price"	"Weighted avg. price"	"Weighted closing price"	"Volume in Securities"	"Volume in GEL"
"1023"	"GEB"	"102"	"20/03/01"	1	1.5	1.5	1.5	NA	100	150
"1024"	"GEB"	"103"	"22/03/01"	1	1.67	1.67	1.67	NA	40	66.8
"1025"	"GEB"	"105"	"29/03/01"	3	1.8	1.88	1.8586	NA	292	542.7
"1026"	"GEB"	"107"	"5/04/01"	3	1.85	1.95	1.9427	NA	2110	4099.1
"1027"	"GEB"	"108"	"10/04/01"	1	1.8	1.8	1.8	NA	40	72
"1028"	"GEB"	"109"	"12/04/01"	5	1.95	1.98	1.9593	NA	1498	2935.1
"1029"	"GEB"	"110"	"17/04/01"	4	1.75	1.95	1.7522	NA	11719	20533.9
"1030"	"GEB"	"112"	"24/04/01"	4	1.65	1.85	1.7639	NA	1060	1869.7
"1031"	"GEB"	"113"	"26/04/01"	6	1.8	1.85	1.8476	NA	4806	8879.45
"1032"	"GEB"	"114"	"1/05/01"	2	1.8	1.83	1.826	NA	1000	1826.01
"1033"	"GEB"	"115"	"3/05/01"	41	1.8	1.83	1.8213	NA	997	1815.81
"1034"	"GEB"	"116"	"8/05/01"	3	1.82	1.82	1.82	NA	1536	2795.52
"1035"	"GEB"	"118"	"15/05/01"	6	1.7	1.85	1.7091	NA	21037	35954.27
"1036"	"GEB"	"119"	"17/05/01"	2	1.8	1.8	1.8	NA	1695	3051
"1037"	"GEB"	"120"	"22/05/01"	2	1.76	1.82	1.7603	NA	83428	146859.14
"1038"	"GEB"	"121"	"24/05/01"	5	1.8	1.82	1.8095	NA	3727	6743.94
"1039"	"GEB"	"122"	"29/05/01"	5	1.79	2.1	2.0593	NA	198593	408962.13
"1040"	"GEB"	"123"	"31/05/01"	1	1.8	1.8	1.8	NA	3324	5983.2
"1041"	"GEB"	"124"	"1/06/01"	4	1.8	2.15	2.0905	NA	54244	113394.8
"1042"	"GEB"	"125"	"7/06/01"	2	1.7	1.8	1.759	NA	361	635
"1043"	"GEB"	"126"	"12/06/01"	4	1.81	1.81	1.81	NA	1557	2818.17
"1044"	"GEB"	"127"	"14/06/01"	2	1.8	2	1.9706	NA	9685	19084.8
"1045"	"GEB"	"128"	"19/06/01"	1	1.8	1.8	1.8	NA	92	165.6
"1046"	"GEB"	"129"	"21/06/01"	3	1.8	1.82	1.8103	NA	1322	2393.18
"1047"	"GEB"	"130"	"26/06/01"	10	1.8	2.1	2.0897	NA	43178	90229.92
"1048"	"GEB"	"131"	"28/06/01"	1	1.92	1.92	1.92	NA	29	55.68
"1049"	"GEB"	"132"	"3/07/01"	1	1.8	1.8	1.8	NA	870	1566
"1050"	"GEB"	"133"	"5/07/01"	2	1.88	1.89	1.8871	NA	458	864.29
"1051"	"GEB"	"134"	"10/07/01"	2	1.86	2	1.9946	NA	2722	5429.3
"1052"	"GEB"	"135"	"12/07/01"	1	1.87	1.87	1.87	NA	283	529.21
"1053"	"GEB"	"136"	"17/07/01"	1	1.94	1.94	1.94	NA	100	194
"1054"	"GEB"	"137"	"19/07/01"	2	1.92	2	1.9521	NA	222	433.36
"1055"	"GEB"	"138"	"24/07/01"	2	2	2	2	NA	104	208
"1056"	"GEB"	"140"	"31/07/01"	3	2.01	2.05	2.0488	NA	3262	6683.22
"1057"	"GEB"	"141"	"2/08/01"	1	2	2	2	NA	6000	12000
"1058"	"GEB"	"142"	"7/08/01"	1	2.06	2.06	2.06	NA	16765	34535.9
"1059"	"GEB"	"144"	"14/08/01"	2	2.06	2.1	2.0988	NA	5161	10831.66
"1060"	"GEB"	"145"	"16/08/01"	1	2.07	2.07	2.07	NA	519	1074.33
"1061"	"GEB"	"146"	"21/08/01"	3	2.1	2.11	2.1038	NA	669	1407.44
"1062"	"GEB"	"148"	"30/08/01"	98	2.07	2.15	2.1298	NA	9522	20279.9
"1063"	"GEB"	"149"	"4/09/01"	32	2.07	2.14	2.1322	NA	23214	49495.82
"1064"	"GEB"	"150"	"6/09/01"	1	2.1	2.1	2.1	NA	500	1050
"1065"	"GEB"	"151"	"11/09/01"	2	2.1	2.11	2.1018	NA	1368	2875.32
"1066"	"GEB"	"152"	"13/09/01"	1	2.16	2.16	2.16	NA	60960	131673.6
"1067"	"GEB"	"153"	"18/09/01"	2	2	2	2	NA	3798	7596
"1068"	"GEB"	"154"	"20/09/01"	1	2.12	2.12	2.12	NA	6	12.72
"1069"	"GEB"	"155"	"25/09/01"	4	2.04	2.04	2.04	NA	1240	2529.6
"1070"	"GEB"	"156"	"27/09/01"	2	2	2	2	NA	208	416
"1071"	"GEB"	"157"	"2/10/01"	4	1.07	2	1.3233	NA	1924	2546
"1072"	"GEB"	"158"	"4/10/01"	6	1	2	1.9237	NA	1848	3555
"1073"	"GEB"	"159"	"9/10/01"	23	1.96	1.99	1.9646	NA	65	127.7
"1074"	"GEB"	"161"	"16/10/01"	2	1.9	1.92	1.91	NA	200	382
"1075"	"GEB"	"162"	"18/10/01"	6	1.89	1.9	1.8909	NA	66	124.8
"1076"	"GEB"	"163"	"23/10/01"	9	1.75	1.84	1.8387	NA	271	498.29
"1077"	"GEB"	"164"	"25/10/01"	8	1.75	1.82	1.7789	NA	95	169
"1078"	"GEB"	"165"	"30/10/01"	2	1.65	1.8	1.6542	NA	355	587.25
"1079"	"GEB"	"166"	"1/11/01"	1	1.75	1.75	1.75	NA	10	17.5
"1080"	"GEB"	"167"	"6/11/01"	4	1.7	1.7	1.7	NA	50	85
"1081"	"GEB"	"168"	"8/11/01"	15	1.7	1.75	1.7022	NA	268	456.2
"1082"	"GEB"	"169"	"13/11/01"	7	1.73	1.75	1.731	NA	100	173.1
"1083"	"GEB"	"170"	"15/11/01"	4	1.7	1.75	1.7222	NA	594	1023.01
"1084"	"GEB"	"171"	"20/11/01"	1	1.7	1.7	1.7	NA	50	85
"1085"	"GEB"	"172"	"22/11/01"	1	1.7	1.7	1.7	NA	20	34
"1086"	"GEB"	"173"	"27/11/01"	4	1.64	1.65	1.6463	NA	135	222.25
"1087"	"GEB"	"174"	"29/11/01"	1	1.7	1.7	1.7	NA	14	23.8
"1088"	"GEB"	"175"	"4/12/01"	1	1.6	1.6	1.6	NA	133	212.8
"1089"	"GEB"	"176"	"6/12/01"	2	1.6	1.6	1.6	NA	550	880
"1090"	"GEB"	"177"	"11/12/01"	1	1.6	1.6	1.6	NA	20	32
"1091"	"GEB"	"178"	"13/12/01"	4	1.49	1.5	1.4977	NA	100	149.77
"1092"	"GEB"	"179"	"18/12/01"	1	1.7	1.7	1.7	NA	10	17
"1093"	"GEB"	"180"	"20/12/01"	1	1.7	1.7	1.7	NA	15	25.5
"1094"	"GEB"	"181"	"25/12/01"	1	1.5	1.5	1.5	NA	100	150
"1095"	"GEB"	"182"	"27/12/01"	1	3.2	3.2	3.2	NA	618082	1977862.4
"1096"	"GEB"	"185"	"10/01/02"	17	1.5	1.7	1.631	NA	1160	1892
"1097"	"GEB"	"186"	"15/01/02"	2	1.75	1.78	1.762	NA	50	88.1
"1098"	"GEB"	"187"	"17/01/02"	19	1.77	1.78	1.7723	NA	35	62.03
"1099"	"GEB"	"189"	"24/01/02"	12	1.71	1.73	1.72	NA	120	206.4
"1100"	"GEB"	"190"	"29/01/02"	3	1.7	1.71	1.7033	NA	30	51.1
"1101"	"GEB"	"191"	"31/01/02"	2	1.73	1.74	1.735	NA	20	34.7
"1102"	"GEB"	"192"	"5/02/02"	7	1.73	1.73	1.73	NA	35	60.55
"1103"	"GEB"	"193"	"7/02/02"	5	1.7	1.75	1.7003	NA	150778	256361.5
"1104"	"GEB"	"194"	"12/02/02"	3	1.75	1.87	1.8378	NA	97	178.27
"1105"	"GEB"	"195"	"14/02/02"	10	1.73	1.85	1.7301	NA	109731	189840.99
"1106"	"GEB"	"196"	"19/02/02"	3	1.85	1.85	1.85	NA	90	166.5
"1107"	"GEB"	"197"	"21/02/02"	2	1.85	1.85	1.85	NA	30	55.5
"1108"	"GEB"	"198"	"26/02/02"	1	1.85	1.85	1.85	NA	30	55.5
"1109"	"GEB"	"199"	"28/02/02"	2	1.9	1.9	1.9	NA	9	17.1
"1110"	"GEB"	"200"	"5/03/02"	1	1.9	1.9	1.9	NA	20	38
"1111"	"GEB"	"203"	"14/03/02"	1	1.78	1.78	1.78	NA	91	161.98
"1112"	"GEB"	"205"	"21/03/02"	1	1.47	1.47	1.47	NA	3942	5794.74
"1113"	"GEB"	"206"	"26/03/02"	3	1.6	1.6	1.6	NA	30	48
"1114"	"GEB"	"207"	"28/03/02"	2	1	1.5	1	NA	43900	43915
"1115"	"GEB"	"208"	"2/04/02"	1	1.55	1.55	1.55	NA	20	31
"1116"	"GEB"	"209"	"4/04/02"	1	1.55	1.55	1.55	NA	10	15.5
"1117"	"GEB"	"210"	"11/04/02"	3	1.47	2	1.4728	NA	217	319.59
"1118"	"GEB"	"211"	"16/04/02"	2	1.5	1.5	1.5	NA	20	30
"1119"	"GEB"	"212"	"18/04/02"	3	1.47	1.5	1.475	NA	121	178.47
"1120"	"GEB"	"213"	"23/04/02"	2	1.5	1.5	1.5	NA	20	30
"1121"	"GEB"	"214"	"25/04/02"	2	1.5	1.5	1.5	NA	20	30
"1122"	"GEB"	"215"	"30/04/02"	1	1.5	1.5	1.5	NA	10	15
"1123"	"GEB"	"217"	"7/05/02"	1	1.5	1.5	1.5	NA	10	15
"1124"	"GEB"	"218"	"14/05/02"	3	1.47	1.49	1.4705	NA	430	632.3
"1125"	"GEB"	"219"	"16/05/02"	2	1.49	1.49	1.49	NA	20	29.8
"1126"	"GEB"	"220"	"21/05/02"	1	1.49	1.49	1.49	NA	10	14.9
"1127"	"GEB"	"221"	"23/05/02"	1	1.49	1.49	1.49	NA	10	14.9
"1128"	"GEB"	"222"	"28/05/02"	1	1.5	1.5	1.5	NA	10	15
"1129"	"GEB"	"223"	"30/05/02"	2	1.49	1.5	1.4917	NA	12	17.9
"1130"	"GEB"	"224"	"4/06/02"	2	1.49	1.5	1.4995	NA	220	329.9
"1131"	"GEB"	"225"	"6/06/02"	2	1.49	1.65	1.6499	NA	30010	49514.9
"1132"	"GEB"	"226"	"11/06/02"	3	1	1.5	1.4909	NA	27510	41014.9
"1133"	"GEB"	"227"	"13/06/02"	10	1.06	1.4	1.1378	NA	90	102.4
"1134"	"GEB"	"228"	"18/06/02"	39	1.06	1.5	1.473	NA	5094	7503.4
"1135"	"GEB"	"229"	"20/06/02"	7	1.45	1.45	1.45	NA	7348	10654.6
"1136"	"GEB"	"230"	"25/06/02"	4	1.5	1.5	1.5	NA	9733	14599.5
"1137"	"GEB"	"231"	"27/06/02"	4	1.5	1.5	1.5	NA	9151	13726.5
"1138"	"GEB"	"232"	"2/07/02"	2	1.5	1.5	1.5	NA	593	889.5
"1139"	"GEB"	"236"	"16/07/02"	25	1.4	1.5	1.45	NA	200	290
"1140"	"GEB"	"237"	"18/07/02"	1	1.4	1.4	1.4	NA	36	50.4
"1141"	"GEB"	"238"	"23/07/02"	2	1.39	1.4	1.3994	NA	106	148.34
"1142"	"GEB"	"241"	"1/08/02"	13	1	1	1	NA	500	500
"1143"	"GEB"	"242"	"6/08/02"	7	1.3	1.5	1.4971	NA	33721	50483.5
"1144"	"GEB"	"243"	"8/08/02"	1	1.3	1.3	1.3	NA	1800	2340
"1145"	"GEB"	"244"	"13/08/02"	4	1.4	1.5	1.4947	NA	18858	28187
"1146"	"GEB"	"251"	"5/09/02"	11	1.3	1.35	1.345	NA	1000	1345
"1147"	"GEB"	"253"	"12/09/02"	1	1.35	1.35	1.35	NA	292	394.2
"1148"	"GEB"	"254"	"17/09/02"	1	1.4	1.4	1.4	NA	292	408.8
"1149"	"GEB"	"257"	"26/09/02"	2	1.3	1.5	1.372	NA	4724	6481.2
"1150"	"GEB"	"259"	"3/10/02"	2	1.3	1.5	1.3313	NA	300	399.4
"1151"	"GEB"	"262"	"15/10/02"	1	1.3	1.3	1.3	NA	100	130
"1152"	"GEB"	"263"	"17/10/02"	1	1.35	1.35	1.35	NA	20	27
"1153"	"GEB"	"264"	"22/10/02"	3	1.3	1.35	1.3439	NA	244	327.9
"1154"	"GEB"	"266"	"29/10/02"	1	1.25	1.25	1.25	NA	163	203.75
"1155"	"GEB"	"268"	"5/11/02"	1	1.3	1.3	1.3	NA	1000	1300
"1156"	"GEB"	"270"	"12/11/02"	2	1.3	1.3	1.3	NA	3177	4130.1
"1157"	"GEB"	"273"	"21/11/02"	1	1.48	1.48	1.48	NA	6294	9315.12
"1158"	"GEB"	"276"	"3/12/02"	2	1.3	1.3	1.3	NA	20	26
"1159"	"GEB"	"277"	"5/12/02"	2	1.3	1.3	1.3	NA	30	39
"1160"	"GEB"	"279"	"12/12/02"	2	1.3	1.3	1.3	NA	1100	1430
"1161"	"GEB"	"280"	"17/12/02"	1	1.4	1.4	1.4	NA	38608	54051.2
"1162"	"GEB"	"282"	"24/12/02"	1	2	2	2	NA	10	20
"1163"	"GEB"	"283"	"26/12/02"	1	3.5	3.5	3.5	NA	10	35
"1164"	"GEB"	"290"	"28/01/03"	1	1.5	1.5	1.5	NA	791	1186.5
"1165"	"GEB"	"293"	"6/02/03"	1	1.3	1.3	1.3	NA	2304	2995.2
"1166"	"GEB"	"294"	"11/02/03"	1	1.46	1.46	1.46	NA	12180	17782.8
"1167"	"GEB"	"299"	"27/02/03"	1	1.4	1.4	1.4	NA	19965	27951
"1168"	"GEB"	"301"	"6/03/03"	1	1.3	1.3	1.3	NA	305	396.5
"1169"	"GEB"	"307"	"27/03/03"	1	1.3	1.3	1.3	NA	6000	7800
"1170"	"GEB"	"308"	"1/04/03"	1	1.3	1.3	1.3	NA	133	172.9
"1171"	"GEB"	"314"	"22/04/03"	1	1.3	1.3	1.3	NA	10	13
"1172"	"GEB"	"318"	"6/05/03"	1	1.3	1.3	1.3	NA	391	508.3
"1173"	"GEB"	"322"	"20/05/03"	5	1.3	1.3	1.3	NA	1801	2341.3
"1174"	"GEB"	"327"	"5/06/03"	2	1.3	1.3	1.3	NA	3419	4444.7
"1175"	"GEB"	"328"	"10/06/03"	7	1.3	1.3	1.3	NA	200	260
"1176"	"GEB"	"329"	"12/06/03"	2	1.3	1.3	1.3	NA	534	694.2
"1177"	"GEB"	"332"	"24/06/03"	1	1.37	1.37	1.37	NA	32145	44038.65
"1178"	"GEB"	"333"	"26/06/03"	1	1.3	1.3	1.3	NA	700	910
"1179"	"GEB"	"334"	"1/07/03"	1	1.3	1.3	1.3	NA	124	161.2
"1180"	"GEB"	"336"	"8/07/03"	2	1.2	1.3	1.2164	NA	6519	7929.9
"1181"	"GEB"	"339"	"17/07/03"	2	1.2	1.3	1.2305	NA	1642	2020.4
"1182"	"GEB"	"341"	"24/07/03"	1	1.3	1.3	1.3	NA	7480	9724
"1183"	"GEB"	"344"	"5/08/03"	8	1.3	1.3	1.3	NA	400	520
"1184"	"GEB"	"345"	"7/08/03"	7	1.3	1.3	1.3	NA	92	119.6
"1185"	"GEB"	"349"	"21/08/03"	14	0.5	0.5	0.5	NA	100	50
"1186"	"GEB"	"354"	"11/09/03"	4	1.3	1.3	1.3	NA	1000	1300
"1187"	"GEB"	"355"	"16/09/03"	7	1.29	1.3	1.2987	NA	3076	3994.88
"1188"	"GEB"	"358"	"25/09/03"	6	1.29	1.29	1.29	NA	550	709.5
"1189"	"GEB"	"359"	"30/09/03"	1	1.25	1.25	1.25	NA	135	168.75
"1190"	"GEB"	"360"	"2/10/03"	4	1.25	1.25	1.25	NA	2000	2500
"1191"	"GEB"	"361"	"7/10/03"	2	1.25	1.35	1.3302	NA	3835	5101.45
"1192"	"GEB"	"362"	"9/10/03"	1	1.35	1.35	1.35	NA	10	13.5
"1193"	"GEB"	"364"	"21/10/03"	3	1.25	1.3	1.2559	NA	170	213.5
"1194"	"GEB"	"365"	"23/10/03"	1	1.25	1.25	1.25	NA	30	37.5
"1195"	"GEB"	"367"	"30/10/03"	1	1.2	1.2	1.2	NA	30	36
"1196"	"GEB"	"369"	"6/11/03"	6	1.25	1.25	1.25	NA	561	701.25
"1197"	"GEB"	"370"	"11/11/03"	10	1.3	1.3	1.3	NA	170	221
"1198"	"GEB"	"371"	"13/11/03"	4	1.3	1.3	1.3	NA	230	299
"1199"	"GEB"	"373"	"20/11/03"	1	1.34	1.34	1.34	NA	500	670
"1200"	"GEB"	"375"	"27/11/03"	3	1.5	1.5	1.5	NA	2395	3592.5
"1201"	"GEB"	"376"	"2/12/03"	2	1.5	1.5	1.5	NA	2720	4080
"1202"	"GEB"	"378"	"9/12/03"	3	1.5	1.6	1.5995	NA	3737	5977.5
"1203"	"GEB"	"383"	"25/12/03"	1	1.6	1.6	1.6	NA	4294	6870.4
"1204"	"GEB"	"384"	"30/12/03"	3	1.6	2.04	2.0341	NA	29916	60851.94
"1205"	"GEB"	"387"	"13/01/04"	2	1.6	1.6	1.6	NA	943	1508.8
"1206"	"GEB"	"390"	"22/01/04"	2	1.6	1.6	1.6	NA	1488	2380.8
"1207"	"GEB"	"391"	"27/01/04"	2	1.6	1.6	1.6	NA	135	216
"1208"	"GEB"	"397"	"17/02/04"	3	1.8	1.9	1.8818	NA	27471	51694.9
"1209"	"GEB"	"400"	"26/02/04"	4	1.9	1.9	1.9	NA	2908	5525.2
"1210"	"GEB"	"401"	"2/03/04"	1	1.95	1.95	1.95	NA	214	417.3
"1211"	"GEB"	"406"	"18/03/04"	1	2.03	2.03	2.03	NA	2000	4060
"1212"	"GEB"	"414"	"15/04/04"	1	2.21	2.21	2.21	NA	68868	152198.28
"1213"	"GEB"	"416"	"22/04/04"	3	2	2.2	2.1991	NA	11954	26288
"1214"	"GEB"	"417"	"27/04/04"	3	2.2	2.21	2.2031	NA	4840	10663
"1215"	"GEB"	"418"	"29/04/04"	4	2.2	2.21	2.205	NA	6000	13230
"1216"	"GEB"	"419"	"4/05/04"	2	2.2	2.21	2.2062	NA	4550	10038
"1217"	"GEB"	"421"	"11/05/04"	2	2.25	2.3	2.2999	NA	103129	237187.9
"1218"	"GEB"	"423"	"18/05/04"	1	0.5	0.5	0.5	NA	355	177.5
"1219"	"GEB"	"425"	"25/05/04"	2	2.25	2.25	2.25	NA	13525	30431.25
"1220"	"GEB"	"426"	"27/05/04"	2	2.25	2.25	2.25	NA	1289	2900.25
"1221"	"GEB"	"427"	"1/06/04"	2	2.2	2.25	2.244	NA	2640	5924.2
"1222"	"GEB"	"428"	"3/06/04"	1	2.2	2.2	2.2	NA	50	110
"1223"	"GEB"	"429"	"8/06/04"	2	2.2	2.2	2.2	NA	1990	4378
"1224"	"GEB"	"433"	"22/06/04"	2	2.5	2.5	2.5	NA	80000	2e+05
"1225"	"GEB"	"434"	"24/06/04"	5	2.35	2.35	2.35	NA	843	1981.05
"1226"	"GEB"	"436"	"1/07/04"	6	2.35	2.6	2.5982	NA	50369	130867.15
"1227"	"GEB"	"437"	"6/07/04"	5	2.65	2.65	2.65	NA	34504	91435.6
"1228"	"GEB"	"438"	"8/07/04"	1	2.65	2.65	2.65	NA	1100	2915
"1229"	"GEB"	"439"	"13/07/04"	3	2.65	2.65	2.65	NA	35181	93229.65
"1230"	"GEB"	"440"	"15/07/04"	5	2.6	2.65	2.6497	NA	68306	180993.7
"1231"	"GEB"	"444"	"29/07/04"	2	2.5	2.55	2.5333	NA	600	1520
"1232"	"GEB"	"445"	"3/08/04"	2	0.7	5.05	4.7011	NA	1455768	6843670.2
"1233"	"GEB"	"446"	"5/08/04"	1	3.5	3.5	3.5	NA	116772	408702
"1234"	"GEB"	"447"	"10/08/04"	2	2.85	5.05	5.0412	NA	27108	136657.8
"1235"	"GEB"	"448"	"12/08/04"	3	2.9	2.9	2.9	NA	598	1734.2
"1236"	"GEB"	"450"	"19/08/04"	2	2.9	3.3	3.2994	NA	24938	82279.4
"1237"	"GEB"	"451"	"24/08/04"	2	3.05	3.05	3.05	NA	1886	5752.3
"1238"	"GEB"	"452"	"26/08/04"	1	3.35	3.35	3.35	NA	13000	43550
"1239"	"GEB"	"454"	"2/09/04"	5	3.4	3.5	3.4163	NA	33801	115474.4
"1240"	"GEB"	"455"	"7/09/04"	1	3.5	3.5	3.5	NA	15792	55272
"1241"	"GEB"	"456"	"9/09/04"	1	3.45	3.45	3.45	NA	26	89.7
"1242"	"GEB"	"457"	"14/09/04"	5	3.6	3.61	3.6033	NA	68926	248357.86
"1243"	"GEB"	"458"	"16/09/04"	2	3.61	3.62	3.6107	NA	2151	7766.62
"1244"	"GEB"	"460"	"23/09/04"	3	3.81	3.81	3.81	NA	5537	21095.97
"1245"	"GEB"	"463"	"5/10/04"	3	4	4	4	NA	38608	154432
"1246"	"GEB"	"464"	"7/10/04"	3	4	6	5.9052	NA	358500	2117000
"1247"	"GEB"	"466"	"10/10/04"	6	4	4.45	4.2161	NA	17238	72677.4
"1248"	"GEB"	"465"	"12/10/04"	1	6	6	6	NA	512248	3073488
"1249"	"GEB"	"467"	"21/10/04"	1	5	5	5	NA	38429	192145
"1250"	"GEB"	"468"	"26/10/04"	2	4.8	5.15	5.0554	NA	14805	74845.75
"1251"	"GEB"	"469"	"28/10/04"	3	5.1	5.2	5.1923	NA	129822	674074.4
"1252"	"GEB"	"470"	"2/11/04"	4	4.5	6	5.9946	NA	514954	3086950.5
"1253"	"GEB"	"471"	"4/11/04"	3	5	5	5	NA	1000	5000
"1254"	"GEB"	"472"	"9/11/04"	2	5	5	5	NA	344	1720
"1255"	"GEB"	"473"	"11/11/04"	1	5.05	5.05	5.05	NA	203	1025.15
"1256"	"GEB"	"474"	"16/11/04"	3	5.3	5.4	5.3877	NA	104852	564915.6
"1257"	"GEB"	"475"	"18/11/04"	2	5.05	5.05	5.05	NA	586	2959.3
"1258"	"GEB"	"476"	"25/11/04"	9	5.05	5.5	5.4878	NA	194320	1066391.82
"1259"	"GEB"	"477"	"30/11/04"	6	5.05	5.6	5.5773	NA	80107	446780.75
"1260"	"GEB"	"478"	"2/12/04"	5	5.05	5.5	5.4973	NA	59244	325680.9
"1261"	"GEB"	"480"	"9/12/04"	3	5.25	5.7	5.6591	NA	12030	68079
"1262"	"GEB"	"481"	"14/12/04"	3	5.55	5.55	5.55	NA	1441	7997.55
"1263"	"GEB"	"482"	"16/12/04"	3	5.55	5.6	5.5837	NA	6479	36177.1
"1264"	"GEB"	"483"	"21/12/04"	7	5.5	5.6	5.5927	NA	19937	111501.2
"1265"	"GEB"	"484"	"23/12/04"	5	5.53	5.6	5.5979	NA	4510	25246.55
"1266"	"GEB"	"485"	"28/12/04"	8	5.55	5.6	5.5944	NA	10485	58657.75
"1267"	"GEB"	"486"	"30/12/04"	7	5.55	5.6	5.5966	NA	7515	42058.25
"1268"	"GEB"	"487"	"6/01/05"	6	5.55	5.6	5.5942	NA	8667	48485.05
"1269"	"GEB"	"489"	"13/01/05"	5	5.63	5.63	5.63	NA	6258	35232.54
"1270"	"GEB"	"490"	"18/01/05"	3	5.65	5.7	5.6924	NA	5236	29805.65
"1271"	"GEB"	"491"	"20/01/05"	7	5.7	5.8	5.7988	NA	35410	205337
"1272"	"GEB"	"493"	"27/01/05"	5	5.9	5.95	5.9371	NA	8500	50465.75
"1273"	"GEB"	"494"	"1/02/05"	9	5.95	6	5.9921	NA	32000	191747.56
"1274"	"GEB"	"495"	"3/02/05"	5	6	6.05	6.0483	NA	6133	37094.15
"1275"	"GEB"	"497"	"10/02/05"	10	6.02	6.07	6.0463	NA	53688	324614.92
"1276"	"GEB"	"498"	"15/02/05"	10	5.6	6.3	6.2104	NA	31081	193025.5
"1277"	"GEB"	"499"	"17/02/05"	1	6.21	6.21	6.21	NA	980	6085.8
"1278"	"GEB"	"500"	"22/02/05"	3	6.25	6.27	6.2615	NA	7557	47318.08
"1279"	"GEB"	"501"	"24/02/05"	4	6.26	6.29	6.2747	NA	2671	16759.82
"1280"	"GEB"	"502"	"1/03/05"	3	6.3	6.3	6.3	NA	3672	23133.6
"1281"	"GEB"	"503"	"10/03/05"	3	6.3	6.33	6.316	NA	1749	11046.71
"1282"	"GEB"	"504"	"15/03/05"	4	6.3	6.35	6.3468	NA	7269	46135.25
"1283"	"GEB"	"505"	"17/03/05"	2	6.35	6.35	6.35	NA	1100	6985
"1284"	"GEB"	"506"	"22/03/05"	3	6.35	6.35	6.35	NA	2256	14325.6
"1285"	"GEB"	"507"	"24/03/05"	3	6.35	6.35	6.35	NA	1811	11499.85
"1286"	"GEB"	"508"	"29/03/05"	4	6.36	6.38	6.3716	NA	17291	110170.76
"1287"	"GEB"	"509"	"31/03/05"	4	6.38	6.38	6.38	NA	8350	53273
"1288"	"GEB"	"512"	"12/04/05"	3	6.2	6.38	6.2037	NA	102080	633270.4
"1289"	"GEB"	"513"	"14/04/05"	2	6.39	7	6.3937	NA	1660	10613.5
"1290"	"GEB"	"514"	"19/04/05"	2	6.38	6.39	6.3868	NA	1870	11943.3
"1291"	"GEB"	"515"	"21/04/05"	2	6.39	6.39	6.39	NA	2000	12780
"1292"	"GEB"	"516"	"26/04/05"	4	6.38	6.4	6.3924	NA	2911	18608.18
"1293"	"GEB"	"517"	"28/04/05"	4	6.39	6.4	6.3948	NA	3311	21173.29
"1294"	"GEB"	"518"	"3/05/05"	2	6.4	6.4	6.4	NA	1000	6400
"1295"	"GEB"	"519"	"5/05/05"	2	6.4	6.4	6.4	NA	500	3200
"1296"	"GEB"	"521"	"17/05/05"	5	6.4	6.4	6.4	NA	39868	255155.2
"1297"	"GEB"	"522"	"19/05/05"	4	6.4	6.45	6.45	NA	1452050	9365674.4
"1298"	"GEB"	"523"	"24/05/05"	5	6.45	6.47	6.4673	NA	2349	15191.63
"1299"	"GEB"	"524"	"31/05/05"	1	6.46	6.46	6.46	NA	276	1782.96
"1300"	"GEB"	"525"	"2/06/05"	6	6.46	6.47	6.4651	NA	15672	101321.12
"1301"	"GEB"	"526"	"7/06/05"	5	6.47	6.47	6.47	NA	6166	39894.02
"1302"	"GEB"	"527"	"9/06/05"	4	6.47	6.47	6.47	NA	5447	35242.09
"1303"	"GEB"	"528"	"14/06/05"	2	6.45	6.47	6.45	NA	282817	1824182.57
"1304"	"GEB"	"529"	"16/06/05"	2	6.47	6.47	6.47	NA	535	3461.45
"1305"	"GEB"	"530"	"21/06/05"	1	6.47	6.47	6.47	NA	916	5926.52
"1306"	"GEB"	"531"	"23/06/05"	2	6.47	6.47	6.47	NA	244	1578.68
"1307"	"GEB"	"532"	"28/06/05"	2	6.47	6.47	6.47	NA	820	5305.4
"1308"	"GEB"	"533"	"30/06/05"	4	6.4	6.48	6.479	NA	1149	7444.36
"1309"	"GEB"	"534"	"5/07/05"	3	6.48	6.48	6.48	NA	1160	7516.8
"1310"	"GEB"	"535"	"7/07/05"	4	6.48	6.48	6.48	NA	1023	6629.04
"1311"	"GEB"	"536"	"12/07/05"	1	6.48	6.48	6.48	NA	750	4860
"1312"	"GEB"	"537"	"14/07/05"	4	6.48	6.48	6.48	NA	1239	8028.72
"1313"	"GEB"	"538"	"19/07/05"	10	6.48	6.5	6.4963	NA	17521	113820.84
"1314"	"GEB"	"539"	"21/07/05"	12	6.49	6.5	6.4988	NA	53478	347542.14
"1315"	"GEB"	"540"	"26/07/05"	3	6.5	6.5	6.5	NA	1214	7891
"1316"	"GEB"	"541"	"28/07/05"	10	6.5	6.51	6.5051	NA	19633	127714.5
"1317"	"GEB"	"542"	"2/08/05"	1	6.51	6.51	6.51	NA	772	5025.72
"1318"	"GEB"	"543"	"4/08/05"	5	6.51	6.55	6.5428	NA	48610	318043.7
"1319"	"GEB"	"544"	"9/08/05"	6	6.54	6.58	6.5617	NA	50600	332020
"1320"	"GEB"	"545"	"11/08/05"	3	6.57	6.6	6.5879	NA	50500	332690
